STEP;C11;NP;OCB;OCC;OCE;OCN;ONC;ZOR;TOTAL
150;1063.4482421875;0.2353329360485077;1846.0501708984375;14650.7158203125;2468.049072265625;4130.73828125;24245.34765625;19074.513671875;67478.7578125
151;1108.9547119140625;0.0;1888.354736328125;15015.2236328125;2507.906005859375;3936.8525390625;24358.962890625;18750.134765625;67566.046875
152;1316.361572265625;0.0;1911.2955322265625;14808.0517578125;2367.6484375;4561.9609375;24287.658203125;18915.3984375;68168.015625
153;1222.1368408203125;0.0;1885.308837890625;14658.130859375;2426.97802734375;4087.673828125;23734.830078125;18677.634765625;66692.28125
154;1104.59619140625;0.0;1866.9703369140625;15104.2001953125;2351.126953125;3985.894287109375;24125.419921875;18607.5546875;67145.3046875
155;983.5167846679688;0.0;1699.298095703125;15213.6650390625;2241.60205078125;4682.29345703125;23709.466796875;18563.5703125;67093.1171875
156;1134.2369384765625;0.0;1892.5003662109375;15456.0830078125;2347.244384765625;4201.78857421875;24738.37890625;18506.203125;68276.3046875
157;1141.9425048828125;0.0;1808.570068359375;14921.0078125;2529.089599609375;4595.49853515625;24695.021484375;19005.689453125;68696.5
158;1119.95556640625;0.0;1561.4996337890625;15169.2490234375;2327.732666015625;4439.47607421875;23939.92578125;18913.916015625;67471.421875
159;1205.7955322265625;0.0;1790.2802734375;15306.1328125;2284.702392578125;4706.13037109375;24434.927734375;18932.71875;68660.5859375
160;954.9214477539063;0.0;1698.5352783203125;14808.326171875;2169.7900390625;4498.19921875;23549.615234375;18436.443359375;66115.4765625
161;895.4998779296875;0.0;1749.4163818359375;14791.5361328125;2382.603759765625;4552.43994140625;23935.486328125;18833.892578125;67140.546875
162;925.4140625;0.0;1745.2855224609375;15168.626953125;2275.786376953125;4302.326171875;24715.537109375;17893.20703125;67025.9140625
163;995.1351928710938;0.0;1646.1993408203125;15104.9580078125;2358.142333984375;4178.353515625;23899.63671875;18181.4765625;66363.375
164;1004.3558959960938;0.2353329360485077;1624.0130615234375;15168.32421875;2425.969970703125;4742.0908203125;24709.87890625;18457.23046875;68131.890625
165;1104.5748291015625;0.0;1829.487060546875;15273.4873046875;2226.031982421875;4206.6591796875;24705.306640625;18539.302734375;67884.421875
166;905.2899780273438;0.0;1619.055419921875;14989.6103515625;2345.964111328125;4649.12548828125;24784.353515625;18627.783203125;67920.8203125
167;1033.0186767578125;0.0;1795.9326171875;14350.9892578125;2380.54443359375;4683.03515625;24914.966796875;18581.8359375;67739.9609375
168;950.1697998046875;0.0;1812.9210205078125;14764.982421875;2360.7939453125;4626.4423828125;24944.77734375;18748.23046875;68208.0546875
169;961.1318359375;0.2353329360485077;1845.3277587890625;14063.447265625;2474.367431640625;4369.0966796875;24815.462890625;18290.8828125;66819.5078125
170;919.3187255859375;0.2353329360485077;1679.422119140625;14847.193359375;2252.684326171875;4335.54345703125;24289.478515625;19071.4765625;67395.109375
171;974.7079467773438;0.0;1771.3431396484375;14967.224609375;2186.841552734375;4370.20166015625;24298.51171875;18618.22265625;67186.6171875
172;1059.9029541015625;0.0;1845.30517578125;14729.5859375;2423.837890625;4457.50048828125;23954.0625;18972.345703125;67442.1484375
173;1023.14990234375;0.0;1740.59619140625;15073.0390625;2280.3857421875;4625.72314453125;25168.66796875;18588.080078125;68499.28125
174;1006.3936157226563;0.2353329360485077;1780.200439453125;14573.0546875;2361.1552734375;4393.0126953125;24514.505859375;18431.373046875;67059.53125
175;988.1721801757813;0.0;1859.59765625;15104.2451171875;2165.9033203125;4337.953125;24879.6484375;18109.10546875;67444.25
